Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Total Revenue
2022-03-28,Europe,DevTools,Partner,Consumer,3610.0,8.0,1008.0,No,28880.0
2022-03-29,North America,CRM,Direct Sales,Business,9520.0,12.0,1570.0,No,114240.0
2022-03-30,South America,Database,Online,Business,6409.0,15.0,1357.0,No,96135.0
2022-03-31,Europe,CRM,Online,Business,7898.0,19.0,661.0,No,150062.0
2022-04-01,Asia,DevTools,Online,Consumer,7028.0,16.0,1342.0,Yes,112448.0
2022-04-02,South America,ERP,Partner,Business,2135.0,14.0,1492.0,Yes,29890.0
2022-04-03,South America,Antivirus,Online,Business,807.0,7.0,1822.0,Yes,5649.0
2022-04-04,South America,DevTools,Direct Sales,Consumer,7290.0,8.0,605.0,Yes,58320.0
2022-04-05,Australia,ERP,Partner,Business,5159.0,7.0,943.0,No,36113.0
2022-04-06,South America,Database,Direct Sales,Consumer,7052.0,18.0,1539.0,Yes,126936.0
2022-04-07,North America,DevTools,Partner,Business,4821.0,6.0,551.0,No,28926.0
2022-04-08,South America,ERP,Direct Sales,Consumer,3191.0,19.0,805.0,No,60629.0
2022-04-09,Australia,DevTools,Direct Sales,Business,2922.0,4.0,828.0,Yes,11688.0
2022-04-10,South America,CRM,Partner,Consumer,7332.0,3.0,1504.0,Yes,21996.0
2022-04-11,Asia,ERP,Partner,Consumer,2840.0,17.0,929.0,Yes,48280.0
2022-04-12,Asia,CRM,Online,Business,7175.0,19.0,1399.0,Yes,136325.0
2022-04-13,Australia,CRM,Online,Consumer,3901.0,15.0,1948.0,Yes,58515.0
2022-04-14,North America,ERP,Direct Sales,Business,7732.0,6.0,1690.0,Yes,46392.0
2022-04-15,North America,Antivirus,Direct Sales,Consumer,1514.0,12.0,999.0,No,18168.0
2022-04-16,Europe,ERP,Direct Sales,Consumer,2129.0,19.0,1209.0,No,40451.0
2022-04-17,Australia,Antivirus,Partner,Consumer,6891.0,6.0,801.0,No,41346.0
2022-04-18,South America,DevTools,Partner,Consumer,5646.0,11.0,524.0,Yes,62106.0
2022-04-19,Australia,DevTools,Online,Consumer,2118.0,10.0,935.0,No,21180.0
2022-04-20,Europe,ERP,Direct Sales,Consumer,9038.0,16.0,1054.0,Yes,144608.0
2022-04-21,Australia,DevTools,Online,Consumer,2832.0,18.0,1347.0,Yes,50976.0
2022-04-22,Australia,Database,Partner,Business,4269.0,14.0,1916.0,No,59766.0
2022-04-23,Europe,CRM,Partner,Business,2103.0,4.0,1922.0,No,8412.0
2022-04-24,North America,CRM,Partner,Consumer,3941.0,12.0,605.0,Yes,47292.0
2022-04-25,South America,Antivirus,Online,Consumer,4967.0,8.0,1422.0,Yes,39736.0
2022-04-26,Europe,DevTools,Partner,Consumer,3023.0,7.0,564.0,No,21161.0
2022-04-27,Asia,Antivirus,Direct Sales,Business,7714.0,9.0,1472.0,No,69426.0
2022-04-28,North America,CRM,Online,Consumer,4000.0,17.0,677.0,No,68000.0
2022-04-29,Asia,CRM,Partner,Business,7322.0,10.0,1920.0,No,73220.0
2022-04-30,North America,DevTools,Online,Consumer,2150.0,3.0,1797.0,No,6450.0
2022-05-01,South America,Database,Online,Consumer,3833.0,8.0,533.0,No,30664.0
2022-05-02,South America,Database,Partner,Consumer,180.0,14.0,1673.0,Yes,2520.0
2022-05-03,Australia,DevTools,Partner,Consumer,7611.0,7.0,1454.0,No,53277.0
2022-05-04,Asia,DevTools,Online,Consumer,6296.0,16.0,1243.0,Yes,100736.0
2022-05-05,North America,Antivirus,Online,Business,8196.0,18.0,1404.0,Yes,147528.0
2022-05-06,South America,DevTools,Partner,Consumer,4611.0,11.0,1517.0,No,50721.0
2022-05-07,Europe,Database,Direct Sales,Business,8017.0,6.0,1827.0,No,48102.0
2022-05-08,South America,DevTools,Online,Business,6511.0,14.0,1651.0,No,91154.0
2022-05-09,Europe,Antivirus,Online,Consumer,136.0,13.0,1363.0,Yes,1768.0
2022-05-10,North America,Antivirus,Direct Sales,Consumer,2612.0,4.0,1737.0,Yes,10448.0
2022-05-11,South America,Antivirus,Partner,Consumer,4990.0,11.0,1980.0,No,54890.0
2022-05-12,South America,Antivirus,Partner,Business,6225.0,18.0,950.0,No,112050.0
2022-05-13,North America,ERP,Direct Sales,Business,749.0,1.0,678.0,Yes,749.0
2022-05-14,South America,DevTools,Partner,Business,7080.0,12.0,1597.0,Yes,84960.0
2022-05-15,Europe,CRM,Partner,Consumer,5481.0,18.0,1968.0,No,98658.0
2022-05-16,South America,DevTools,Online,Business,5305.0,7.0,675.0,No,37135.0
2022-05-17,Asia,ERP,Online,Business,2991.0,12.0,1148.0,No,35892.0
2022-05-18,Australia,Antivirus,Online,Business,5989.0,1.0,593.0,Yes,5989.0
2022-05-19,Europe,ERP,Direct Sales,Consumer,372.0,4.0,1665.0,Yes,1488.0
2022-05-20,Asia,Database,Partner,Business,741.0,18.0,1923.0,No,13338.0
2022-05-21,North America,Database,Partner,Business,7365.0,15.0,1248.0,No,110475.0
2022-05-22,Europe,DevTools,Online,Consumer,3287.0,3.0,1114.0,No,9861.0
2022-05-23,Australia,DevTools,Online,Consumer,3535.0,7.0,1862.0,Yes,24745.0
2022-05-24,Australia,CRM,Direct Sales,Consumer,2163.0,6.0,700.0,Yes,12978.0
2022-05-25,North America,CRM,Partner,Business,4512.0,15.0,1837.0,Yes,67680.0
2022-05-26,North America,Database,Direct Sales,Business,615.0,15.0,1088.0,No,9225.0
2022-05-27,Europe,Antivirus,Partner,Business,3074.0,6.0,1339.0,No,18444.0
2022-05-28,South America,ERP,Direct Sales,Consumer,5319.0,8.0,1292.0,No,42552.0
2022-05-29,North America,CRM,Online,Business,4710.0,8.0,1424.0,Yes,37680.0
2022-05-30,South America,CRM,Direct Sales,Consumer,9997.0,1.0,1913.0,Yes,9997.0
2022-05-31,Asia,Antivirus,Direct Sales,Consumer,3949.0,13.0,1927.0,Yes,51337.0
2022-06-01,Australia,Antivirus,Online,Business,3931.0,13.0,1747.0,No,51103.0
2022-06-02,South America,DevTools,Partner,Business,5085.0,11.0,787.0,No,55935.0
2022-06-03,Australia,ERP,Partner,Business,1984.0,4.0,1000.0,Yes,7936.0
2022-06-04,South America,Antivirus,Online,Consumer,8775.0,7.0,1232.0,No,61425.0
2022-06-05,Asia,CRM,Direct Sales,Consumer,5765.0,12.0,1858.0,No,69180.0
2022-06-06,North America,CRM,Direct Sales,Business,2002.0,13.0,1281.0,Yes,26026.0
2022-06-07,Asia,Database,Direct Sales,Consumer,7955.0,12.0,1966.0,Yes,95460.0
2022-06-08,North America,Antivirus,Partner,Business,440.0,16.0,1976.0,Yes,7040.0
2022-06-09,North America,DevTools,Direct Sales,Business,9827.0,6.0,1398.0,Yes,58962.0
2022-06-10,Australia,ERP,Partner,Business,8665.0,14.0,1816.0,Yes,121310.0
2022-06-11,Asia,DevTools,Direct Sales,Consumer,5838.0,19.0,1999.0,No,110922.0
2022-06-12,South America,CRM,Online,Consumer,1202.0,16.0,1775.0,Yes,19232.0
2022-06-13,Asia,DevTools,Online,Business,2231.0,4.0,1485.0,No,8924.0
2022-06-14,Australia,CRM,Partner,Business,2866.0,5.0,1768.0,No,14330.0
2022-06-15,North America,CRM,Partner,Consumer,2486.0,9.0,624.0,Yes,22374.0
2022-06-16,Australia,CRM,Online,Business,5025.0,3.0,1452.0,Yes,15075.0
2022-06-17,Europe,CRM,Online,Consumer,9451.0,10.0,825.0,No,94510.0
2022-06-18,Europe,CRM,Direct Sales,Business,4497.0,17.0,674.0,No,76449.0
2022-06-19,South America,Database,Online,Consumer,6649.0,19.0,1839.0,No,126331.0
2022-06-20,Australia,DevTools,Partner,Business,6917.0,10.0,1459.0,Yes,69170.0
2022-06-21,South America,Database,Online,Consumer,8729.0,12.0,865.0,No,104748.0
2022-06-22,South America,Database,Partner,Business,435.0,7.0,1080.0,Yes,3045.0
2022-06-23,Europe,Antivirus,Partner,Consumer,4103.0,18.0,1960.0,Yes,73854.0
2022-06-24,South America,Antivirus,Direct Sales,Consumer,7869.0,19.0,1793.0,No,149511.0
2022-06-25,Europe,Antivirus,Direct Sales,Consumer,8167.0,15.0,523.0,Yes,122505.0
2022-06-26,North America,ERP,Direct Sales,Consumer,9281.0,7.0,1970.0,No,64967.0
2022-06-27,Australia,Antivirus,Direct Sales,Business,7058.0,12.0,1053.0,No,84696.0
2022-06-28,South America,DevTools,Online,Consumer,2527.0,7.0,1543.0,Yes,17689.0
2022-06-29,Europe,Database,Direct Sales,Consumer,5106.0,10.0,1569.0,Yes,51060.0
2022-06-30,Asia,DevTools,Online,Business,420.0,10.0,1868.0,No,4200.0
2022-07-01,South America,Antivirus,Direct Sales,Consumer,6505.0,5.0,1828.0,Yes,32525.0
2022-07-02,North America,ERP,Direct Sales,Business,5588.0,18.0,923.0,Yes,100584.0
2022-07-03,North America,ERP,Partner,Consumer,6702.0,9.0,1465.0,No,60318.0
2022-07-04,Asia,Database,Online,Consumer,9308.0,16.0,1091.0,Yes,148928.0
2022-07-05,Europe,DevTools,Partner,Consumer,6904.0,7.0,1288.0,No,48328.0
2022-07-06,South America,CRM,Direct Sales,Consumer,3272.0,10.0,1332.0,No,32720.0
2022-07-07,Europe,DevTools,Online,Consumer,2067.0,5.0,1095.0,Yes,10335.0
2022-07-08,North America,Antivirus,Direct Sales,Consumer,8561.0,7.0,1196.0,No,59927.0
2022-07-09,Europe,CRM,Partner,Business,2024.0,5.0,813.0,Yes,10120.0
2022-07-10,North America,ERP,Online,Business,1700.0,15.0,1411.0,No,25500.0
2022-07-11,Europe,Database,Partner,Consumer,2145.0,19.0,1638.0,Yes,40755.0
2022-07-12,Asia,Database,Direct Sales,Consumer,5138.0,10.0,1145.0,No,51380.0
2022-07-13,Australia,ERP,Direct Sales,Business,1329.0,8.0,1967.0,No,10632.0
2022-07-14,Asia,Antivirus,Direct Sales,Business,9387.0,9.0,586.0,Yes,84483.0
2022-07-15,Asia,ERP,Online,Consumer,9666.0,11.0,1384.0,Yes,106326.0
2022-07-16,Australia,Antivirus,Partner,Consumer,9741.0,2.0,1375.0,Yes,19482.0
2022-07-17,Australia,CRM,Partner,Consumer,487.0,3.0,554.0,Yes,1461.0
2022-07-18,South America,ERP,Direct Sales,Consumer,9467.0,13.0,837.0,Yes,123071.0
2022-07-19,South America,Antivirus,Partner,Consumer,9974.0,11.0,1858.0,Yes,109714.0
2022-07-20,Asia,CRM,Online,Consumer,9430.0,10.0,1317.0,Yes,94300.0
2022-07-21,Asia,ERP,Direct Sales,Business,6742.0,15.0,1155.0,Yes,101130.0
2022-07-22,North America,Database,Direct Sales,Consumer,7042.0,6.0,1123.0,Yes,42252.0
2022-07-23,North America,ERP,Direct Sales,Consumer,1310.0,1.0,1832.0,No,1310.0
2022-07-24,South America,DevTools,Online,Business,8756.0,14.0,1051.0,Yes,122584.0
2022-07-25,South America,ERP,Direct Sales,Business,690.0,18.0,1789.0,No,12420.0
2022-07-26,North America,DevTools,Direct Sales,Business,3246.0,11.0,964.0,Yes,35706.0
2022-07-27,North America,CRM,Direct Sales,Business,9912.0,8.0,1297.0,Yes,79296.0
2022-07-28,Europe,ERP,Direct Sales,Consumer,4281.0,3.0,716.0,No,12843.0
2022-07-29,Europe,CRM,Partner,Business,1398.0,14.0,1738.0,No,19572.0
2022-07-30,North America,CRM,Direct Sales,Business,9696.0,2.0,1604.0,Yes,19392.0
2022-07-31,Europe,Antivirus,Online,Consumer,9843.0,16.0,1295.0,No,157488.0
2022-08-01,Australia,CRM,Direct Sales,Business,1952.0,6.0,539.0,Yes,11712.0
2022-08-02,South America,CRM,Direct Sales,Business,8662.0,1.0,1222.0,No,8662.0
2022-08-03,South America,ERP,Partner,Consumer,3965.0,14.0,838.0,Yes,55510.0
2022-08-04,North America,ERP,Direct Sales,Consumer,3876.0,10.0,1120.0,No,38760.0
2022-08-05,Asia,Database,Partner,Consumer,2701.0,6.0,1785.0,Yes,16206.0
2022-08-06,North America,Antivirus,Online,Consumer,543.0,9.0,1654.0,No,4887.0
2022-08-07,Europe,CRM,Partner,Consumer,2753.0,7.0,863.0,Yes,19271.0
2022-08-08,Asia,Antivirus,Direct Sales,Consumer,632.0,2.0,1977.0,No,1264.0
2022-08-09,Europe,DevTools,Online,Consumer,9251.0,11.0,1855.0,Yes,101761.0
2022-08-10,Australia,CRM,Direct Sales,Business,6651.0,14.0,1293.0,Yes,93114.0
2022-08-11,Europe,Antivirus,Partner,Business,8878.0,5.0,1295.0,Yes,44390.0
2022-08-12,Australia,Database,Online,Consumer,7201.0,9.0,1852.0,No,64809.0
2022-08-13,Australia,Database,Online,Business,1400.0,7.0,1454.0,No,9800.0
2022-08-14,Europe,CRM,Partner,Consumer,9412.0,14.0,1305.0,No,131768.0
2022-08-15,Europe,DevTools,Partner,Business,9009.0,16.0,1624.0,No,144144.0
2022-08-16,Australia,Database,Online,Consumer,3546.0,16.0,853.0,No,56736.0
2022-08-17,Asia,Database,Online,Business,1204.0,7.0,1818.0,Yes,8428.0
2022-08-18,Australia,DevTools,Partner,Consumer,7071.0,10.0,1297.0,No,70710.0
2022-08-19,South America,Antivirus,Direct Sales,Business,7311.0,6.0,1405.0,Yes,43866.0
2022-08-20,Australia,Database,Online,Consumer,8979.0,17.0,635.0,Yes,152643.0
2022-08-21,Asia,ERP,Partner,Business,621.0,1.0,964.0,Yes,621.0
2022-08-22,South America,Database,Direct Sales,Business,1503.0,2.0,1140.0,Yes,3006.0
2022-08-23,North America,Antivirus,Online,Consumer,6023.0,14.0,1121.0,Yes,84322.0
2022-08-24,North America,Antivirus,Online,Business,6229.0,4.0,1667.0,No,24916.0
2022-08-25,Asia,CRM,Partner,Business,433.0,9.0,923.0,Yes,3897.0
2022-08-26,Australia,ERP,Direct Sales,Business,4030.0,6.0,773.0,No,24180.0
2022-08-27,Europe,Antivirus,Online,Business,5883.0,17.0,1374.0,Yes,100011.0
2022-08-28,Asia,DevTools,Direct Sales,Business,7405.0,11.0,1423.0,Yes,81455.0
2022-08-29,South America,ERP,Direct Sales,Consumer,3230.0,4.0,682.0,No,12920.0
2022-08-30,South America,ERP,Online,Consumer,4891.0,9.0,504.0,No,44019.0
2022-08-31,North America,DevTools,Direct Sales,Business,8159.0,16.0,1876.0,Yes,130544.0
2022-09-01,South America,Database,Online,Consumer,9544.0,3.0,619.0,Yes,28632.0
2022-09-02,Asia,DevTools,Direct Sales,Business,2380.0,4.0,1847.0,Yes,9520.0
2022-09-03,South America,DevTools,Online,Consumer,2605.0,3.0,1099.0,No,7815.0
2022-09-04,Asia,Database,Partner,Business,9404.0,13.0,1480.0,No,122252.0
2022-09-05,Europe,Database,Online,Business,4020.0,19.0,778.0,Yes,76380.0
2022-09-06,North America,Database,Online,Business,7212.0,1.0,1736.0,No,7212.0
2022-09-07,South America,Database,Online,Business,6161.0,6.0,770.0,No,36966.0
2022-09-08,Asia,Database,Direct Sales,Consumer,2927.0,3.0,1080.0,No,8781.0
2022-09-09,Australia,DevTools,Partner,Consumer,6570.0,3.0,857.0,No,19710.0
2022-09-10,North America,CRM,Direct Sales,Consumer,6590.0,16.0,1756.0,No,105440.0
2022-09-11,Europe,CRM,Direct Sales,Business,5965.0,10.0,1788.0,No,59650.0
2022-09-12,Asia,Antivirus,Online,Consumer,1087.0,17.0,1058.0,No,18479.0
2022-09-13,Europe,CRM,Direct Sales,Consumer,9952.0,7.0,961.0,Yes,69664.0
2022-09-14,Europe,CRM,Online,Business,4064.0,13.0,1660.0,No,52832.0
2022-09-15,South America,DevTools,Partner,Business,6419.0,11.0,1818.0,No,70609.0
2022-09-16,South America,Database,Direct Sales,Business,8869.0,10.0,1436.0,Yes,88690.0
2022-09-17,Asia,Database,Direct Sales,Consumer,4291.0,7.0,1891.0,No,30037.0
2022-09-18,Australia,DevTools,Direct Sales,Consumer,7762.0,6.0,1075.0,No,46572.0
2022-09-19,Asia,CRM,Online,Business,9721.0,1.0,728.0,No,9721.0
2022-09-20,Australia,DevTools,Online,Consumer,3653.0,17.0,769.0,No,62101.0
2022-09-21,Europe,Antivirus,Direct Sales,Business,4112.0,12.0,1505.0,Yes,49344.0
2022-09-22,North America,Database,Direct Sales,Consumer,9065.0,4.0,1111.0,No,36260.0
2022-09-23,Asia,ERP,Partner,Business,1680.0,3.0,734.0,Yes,5040.0
2022-09-24,Asia,Antivirus,Partner,Consumer,383.0,6.0,938.0,No,2298.0
2022-09-25,Australia,Antivirus,Partner,Consumer,9098.0,16.0,1296.0,No,145568.0
2022-09-26,Europe,DevTools,Partner,Consumer,8234.0,13.0,682.0,No,107042.0
2022-09-27,Europe,CRM,Partner,Business,9729.0,9.0,505.0,No,87561.0
2022-09-28,Australia,Database,Online,Business,677.0,11.0,1876.0,Yes,7447.0
2022-09-29,Europe,ERP,Partner,Business,1646.0,13.0,957.0,Yes,21398.0
2022-09-30,South America,Antivirus,Partner,Consumer,1143.0,19.0,832.0,Yes,21717.0
2022-10-01,North America,ERP,Direct Sales,Business,6866.0,3.0,1548.0,Yes,20598.0
2022-10-02,Asia,CRM,Online,Consumer,6099.0,12.0,1780.0,Yes,73188.0
2022-10-03,North America,CRM,Partner,Business,3657.0,19.0,1448.0,No,69483.0
2022-10-04,Asia,ERP,Partner,Business,668.0,8.0,882.0,Yes,5344.0
2022-10-05,South America,Database,Partner,Consumer,6433.0,14.0,1792.0,Yes,90062.0
2022-10-06,Europe,CRM,Direct Sales,Consumer,5744.0,9.0,1266.0,No,51696.0
2022-10-07,Australia,ERP,Direct Sales,Business,1218.0,17.0,1072.0,Yes,20706.0
2022-10-08,South America,Antivirus,Direct Sales,Business,9098.0,6.0,1407.0,No,54588.0
2022-10-09,North America,ERP,Partner,Consumer,2070.0,4.0,1551.0,Yes,8280.0
2022-10-10,Australia,ERP,Direct Sales,Consumer,7461.0,4.0,1391.0,No,29844.0
2022-10-11,Europe,DevTools,Partner,Business,8862.0,19.0,1880.0,Yes,168378.0
2022-10-12,South America,CRM,Online,Consumer,5837.0,12.0,1442.0,No,70044.0
2022-10-13,Australia,Database,Partner,Business,2544.0,2.0,1818.0,Yes,5088.0
2022-10-14,South America,Database,Direct Sales,Business,3162.0,17.0,1380.0,Yes,53754.0
2022-10-15,South America,DevTools,Online,Business,8869.0,15.0,995.0,No,133035.0
2022-10-16,Europe,Database,Partner,Consumer,3053.0,10.0,1298.0,No,30530.0
2022-10-17,Asia,ERP,Online,Business,7487.0,3.0,630.0,No,22461.0
2022-10-18,Australia,DevTools,Online,Business,9903.0,4.0,845.0,Yes,39612.0
2022-10-19,Europe,Antivirus,Online,Consumer,9998.0,1.0,1649.0,No,9998.0
2022-10-20,South America,CRM,Partner,Consumer,5381.0,1.0,1492.0,Yes,5381.0
2022-10-21,Europe,CRM,Direct Sales,Consumer,8283.0,18.0,750.0,No,149094.0
2022-10-22,Asia,CRM,Partner,Business,9903.0,4.0,1157.0,Yes,39612.0
2022-10-23,Australia,ERP,Direct Sales,Consumer,3809.0,15.0,713.0,No,57135.0
2022-10-24,Asia,Antivirus,Partner,Consumer,2599.0,10.0,1784.0,No,25990.0
2022-10-25,North America,DevTools,Partner,Business,1231.0,17.0,664.0,Yes,20927.0
2022-10-26,Australia,DevTools,Partner,Business,1495.0,12.0,1481.0,No,17940.0
2022-10-27,Asia,CRM,Direct Sales,Business,8550.0,12.0,1411.0,No,102600.0
2022-10-28,South America,Antivirus,Partner,Business,5928.0,16.0,1209.0,No,94848.0
2022-10-29,Australia,Antivirus,Online,Consumer,8750.0,5.0,917.0,Yes,43750.0
2022-10-30,Australia,Antivirus,Partner,Business,7916.0,16.0,1106.0,Yes,126656.0
2022-10-31,Europe,Database,Online,Consumer,6770.0,17.0,1710.0,No,115090.0
2022-11-01,South America,Database,Direct Sales,Business,6132.0,15.0,1642.0,No,91980.0
2022-11-02,North America,CRM,Direct Sales,Business,579.0,13.0,1608.0,Yes,7527.0
2022-11-03,Asia,Antivirus,Partner,Consumer,8736.0,8.0,1625.0,Yes,69888.0
2022-11-04,Europe,Antivirus,Partner,Consumer,4237.0,2.0,716.0,No,8474.0
2022-11-05,Asia,DevTools,Partner,Consumer,5642.0,8.0,649.0,Yes,45136.0
2022-11-06,North America,DevTools,Online,Business,317.0,10.0,1792.0,No,3170.0
2022-11-07,North America,CRM,Direct Sales,Business,9367.0,7.0,1756.0,No,65569.0
2022-11-08,Australia,Antivirus,Online,Consumer,9037.0,10.0,1522.0,Yes,90370.0
2022-11-09,North America,CRM,Online,Consumer,5478.0,4.0,1409.0,Yes,21912.0
2022-11-10,Asia,DevTools,Partner,Business,5815.0,11.0,1050.0,Yes,63965.0
2022-11-11,South America,DevTools,Partner,Consumer,7080.0,9.0,836.0,Yes,63720.0
2022-11-12,South America,Database,Online,Consumer,2720.0,4.0,1501.0,Yes,10880.0
2022-11-13,Australia,CRM,Online,Business,2297.0,3.0,1870.0,Yes,6891.0
2022-11-14,Asia,CRM,Partner,Consumer,6773.0,11.0,1155.0,Yes,74503.0
2022-11-15,Asia,Antivirus,Partner,Business,1134.0,3.0,955.0,Yes,3402.0
2022-11-16,North America,Antivirus,Online,Business,4595.0,18.0,906.0,No,82710.0
2022-11-17,Asia,Database,Partner,Business,4978.0,19.0,536.0,No,94582.0
2022-11-18,Europe,ERP,Partner,Consumer,3875.0,14.0,1280.0,Yes,54250.0
2022-11-19,North America,ERP,Online,Consumer,1934.0,11.0,1982.0,No,21274.0
2022-11-20,Europe,ERP,Online,Consumer,3618.0,2.0,1723.0,No,7236.0
2022-11-21,Australia,CRM,Direct Sales,Consumer,3442.0,2.0,1846.0,No,6884.0
2022-11-22,South America,CRM,Online,Business,5043.0,2.0,1432.0,No,10086.0
2022-11-23,Australia,DevTools,Partner,Business,6779.0,10.0,1222.0,No,67790.0
2022-11-24,South America,CRM,Online,Consumer,9686.0,15.0,1986.0,Yes,145290.0
2022-11-25,Australia,CRM,Online,Consumer,1527.0,12.0,1171.0,Yes,18324.0
2022-11-26,Asia,CRM,Online,Consumer,8743.0,11.0,1875.0,Yes,96173.0
2022-11-27,Europe,Database,Direct Sales,Consumer,2913.0,17.0,1643.0,Yes,49521.0
2022-11-28,South America,CRM,Direct Sales,Business,5955.0,18.0,996.0,Yes,107190.0
2022-11-29,North America,Antivirus,Partner,Consumer,5513.0,14.0,1255.0,Yes,77182.0
2022-11-30,Europe,Antivirus,Direct Sales,Business,5614.0,17.0,1076.0,No,95438.0
2022-12-01,North America,DevTools,Online,Consumer,7261.0,15.0,704.0,Yes,108915.0
2022-12-02,Europe,Database,Direct Sales,Consumer,3879.0,12.0,1035.0,No,46548.0
2022-12-03,Europe,Antivirus,Online,Consumer,3259.0,16.0,1833.0,Yes,52144.0
2022-12-04,Australia,Database,Direct Sales,Business,8543.0,6.0,1629.0,No,51258.0
2022-12-05,South America,Database,Direct Sales,Consumer,2279.0,2.0,916.0,No,4558.0
2022-12-06,South America,DevTools,Direct Sales,Business,1884.0,2.0,1052.0,Yes,3768.0
2022-12-07,Europe,Database,Online,Business,255.0,16.0,1425.0,Yes,4080.0
2022-12-08,Asia,CRM,Direct Sales,Consumer,2185.0,2.0,1124.0,Yes,4370.0
2022-12-09,Asia,Database,Online,Business,5233.0,8.0,1255.0,Yes,41864.0
2022-12-10,North America,DevTools,Online,Business,5431.0,7.0,1547.0,No,38017.0
2022-12-11,North America,DevTools,Partner,Business,2619.0,1.0,1201.0,Yes,2619.0
2022-12-12,Australia,DevTools,Direct Sales,Consumer,816.0,4.0,786.0,Yes,3264.0
2022-12-13,Europe,Antivirus,Partner,Business,7472.0,11.0,1281.0,No,82192.0
2022-12-14,North America,CRM,Partner,Business,7604.0,7.0,1034.0,No,53228.0
2022-12-15,North America,Antivirus,Online,Consumer,9979.0,18.0,936.0,Yes,179622.0
2022-12-16,Europe,ERP,Direct Sales,Consumer,9010.0,4.0,992.0,Yes,36040.0
2022-12-17,Australia,CRM,Online,Business,9268.0,17.0,1159.0,No,157556.0
2022-12-18,North America,Database,Online,Business,8002.0,11.0,1830.0,Yes,88022.0
2022-12-19,Australia,DevTools,Direct Sales,Business,6193.0,11.0,1601.0,No,68123.0
2022-12-20,South America,ERP,Online,Business,1373.0,11.0,1502.0,No,15103.0
2022-12-21,Australia,CRM,Direct Sales,Consumer,6261.0,15.0,1207.0,Yes,93915.0
2022-12-22,Asia,Antivirus,Direct Sales,Consumer,654.0,14.0,503.0,No,9156.0
2022-12-23,Asia,DevTools,Online,Business,8864.0,17.0,1011.0,Yes,150688.0
2022-12-24,Australia,Antivirus,Online,Consumer,4870.0,2.0,1720.0,Yes,9740.0
2022-12-25,Asia,CRM,Partner,Business,7005.0,18.0,1082.0,Yes,126090.0
2022-12-26,South America,CRM,Online,Consumer,617.0,16.0,1346.0,No,9872.0
2022-12-27,Europe,ERP,Direct Sales,Consumer,5389.0,12.0,807.0,Yes,64668.0
2022-12-28,Asia,Database,Partner,Business,3083.0,10.0,1874.0,Yes,30830.0
2022-12-29,Asia,Antivirus,Direct Sales,Business,2921.0,16.0,1885.0,No,46736.0
